,Slinks,Total lpGBT of Slinks,DAQlpGBT,LpGBT Rate,link variable,total rate,FPGA,Total lpGBT of FPGA,Total Rate of FPGA,Event-Buffer
0,1,8,49,119.8472,Single,800.61305,15,99,9604.83317,51
1,1,8,72,211.6275,Single,800.61305,15,99,9604.83317,51
2,1,8,313,101.2986,Single,800.61305,15,99,9604.83317,51
3,1,8,1111,92.6247,Single,800.61305,15,99,9604.83317,51
4,1,8,1290,72.91685,Single,800.61305,15,99,9604.83317,51
5,1,8,623,47.7543,Single,800.61305,15,99,9604.83317,51
6,1,8,822,154.5439,Double,800.61305,15,99,9604.83317,51
0,2,8,242,120.3111,Single,800.17754,12,97,9606.32338,50
1,2,8,1293,85.0109,Single,800.17754,12,97,9606.32338,50
2,2,8,1265,65.7271,Single,800.17754,12,97,9606.32338,50
3,2,8,1238,83.0237,Single,800.17754,12,97,9606.32338,50
4,2,8,1127,56.13824,Single,800.17754,12,97,9606.32338,50
5,2,8,1446,23.6533,Single,800.17754,12,97,9606.32338,50
6,2,8,100,366.3132,Double,800.17754,12,97,9606.32338,50
0,3,8,114,121.8688,Single,799.65191,3,96,9605.7608,51
1,3,8,696,156.4832,Single,799.65191,3,96,9605.7608,51
2,3,8,594,208.3914,Single,799.65191,3,96,9605.7608,51
3,3,8,1221,72.94156,Single,799.65191,3,96,9605.7608,51
4,3,8,672,78.8171,Single,799.65191,3,96,9605.7608,51
5,3,8,952,79.38565,Single,799.65191,3,96,9605.7608,51
6,3,8,1477,27.7127,Single,799.65191,3,96,9605.7608,51
7,3,8,659,54.0515,Single,799.65191,3,96,9605.7608,51
0,4,9,90,139.0284,Single,800.8752,11,92,9604.11439,50
1,4,9,1225,82.4779,Single,800.8752,11,92,9604.11439,50
2,4,9,453,89.8592,Single,800.8752,11,92,9604.11439,50
3,4,9,1114,17.2101,Single,800.8752,11,92,9604.11439,50
4,4,9,1457,23.4272,Single,800.8752,11,92,9604.11439,50
5,4,9,531,58.2883,Single,800.8752,11,92,9604.11439,50
6,4,9,731,42.9151,Single,800.8752,11,92,9604.11439,50
7,4,9,374,347.669,Double,800.8752,11,92,9604.11439,50
0,5,8,115,121.8416,Single,800.68392,15,99,9604.83317,51
1,5,8,141,154.6888,Single,800.68392,15,99,9604.83317,51
2,5,8,356,210.2333,Single,800.68392,15,99,9604.83317,51
3,5,8,611,80.5476,Single,800.68392,15,99,9604.83317,51
4,5,8,743,91.08482,Single,800.68392,15,99,9604.83317,51
5,5,8,972,65.8061,Single,800.68392,15,99,9604.83317,51
6,5,8,1336,48.762,Single,800.68392,15,99,9604.83317,51
7,5,8,1481,27.7197,Single,800.68392,15,99,9604.83317,51
0,6,8,23,132.6999,Single,800.01645,13,94,9601.45561,51
1,6,8,669,161.3822,Single,800.01645,13,94,9601.45561,51
2,6,8,566,198.4031,Single,800.01645,13,94,9601.45561,51
3,6,8,1247,80.7346,Single,800.01645,13,94,9601.45561,51
4,6,8,137,87.3875,Single,800.01645,13,94,9601.45561,51
5,6,8,1001,28.6771,Single,800.01645,13,94,9601.45561,51
6,6,8,1110,54.92275,Single,800.01645,13,94,9601.45561,51
7,6,8,1036,55.8093,Single,800.01645,13,94,9601.45561,51
0,7,8,236,127.0369,Single,800.1809,2,96,9605.72124,51
1,7,8,668,161.4295,Single,800.1809,2,96,9605.72124,51
2,7,8,106,198.3324,Single,800.1809,2,96,9605.72124,51
3,7,8,1237,83.0432,Single,800.1809,2,96,9605.72124,51
4,7,8,1212,66.2537,Single,800.1809,2,96,9605.72124,51
5,7,8,737,77.2247,Single,800.1809,2,96,9605.72124,51
6,7,8,1463,27.9914,Single,800.1809,2,96,9605.72124,51
7,7,8,1060,58.8691,Single,800.1809,2,96,9605.72124,51
0,8,8,411,126.5916,Single,800.71062,1,95,9606.25237,50
1,8,8,934,162.0539,Single,800.71062,1,95,9606.25237,50
2,8,8,104,198.2147,Single,800.71062,1,95,9606.25237,50
3,8,8,1283,65.1748,Single,800.71062,1,95,9606.25237,50
4,8,8,675,78.7351,Single,800.71062,1,95,9606.25237,50
5,8,8,1288,64.9287,Single,800.71062,1,95,9606.25237,50
6,8,8,1323,49.6576,Single,800.71062,1,95,9606.25237,50
7,8,8,1213,55.35422,Single,800.71062,1,95,9606.25237,50
0,9,8,409,126.7459,Single,800.73175,4,94,9607.95095,50
1,9,8,270,166.0313,Single,800.73175,4,94,9607.95095,50
2,9,8,446,194.2631,Single,800.73175,4,94,9607.95095,50
3,9,8,1009,94.1201,Single,800.73175,4,94,9607.95095,50
4,9,8,678,93.20214,Single,800.73175,4,94,9607.95095,50
5,9,8,1393,20.3822,Single,800.73175,4,94,9607.95095,50
6,9,8,1072,43.7312,Single,800.73175,4,94,9607.95095,50
7,9,8,842,62.25581,Single,800.73175,4,94,9607.95095,50
0,10,7,439,126.8068,Single,800.49684,3,96,9605.7608,51
1,10,7,936,161.8737,Single,800.49684,3,96,9605.7608,51
2,10,7,77,198.225,Single,800.49684,3,96,9605.7608,51
3,10,7,1239,91.39433,Single,800.49684,3,96,9605.7608,51
4,10,7,1153,77.6778,Single,800.49684,3,96,9605.7608,51
5,10,7,460,81.981,Single,800.49684,3,96,9605.7608,51
6,10,7,781,62.53821,Single,800.49684,3,96,9605.7608,51
0,11,8,441,126.7075,Single,800.7646,7,97,9607.61069,51
1,11,8,271,165.8879,Single,800.7646,7,97,9607.61069,51
2,11,8,760,194.234,Single,800.7646,7,97,9607.61069,51
3,11,8,59,83.872,Single,800.7646,7,97,9607.61069,51
4,11,8,1287,85.1966,Single,800.7646,7,97,9607.61069,51
5,11,8,729,42.8318,Single,800.7646,7,97,9607.61069,51
6,11,8,889,43.7143,Single,800.7646,7,97,9607.61069,51
7,11,8,529,58.3205,Single,800.7646,7,97,9607.61069,51
0,12,9,329,127.5454,Single,800.78525,14,90,9605.89069,50
1,12,9,602,161.0692,Single,800.78525,14,90,9605.89069,50
2,12,9,564,198.4857,Single,800.78525,14,90,9605.89069,50
3,12,9,1046,87.88855,Single,800.78525,14,90,9605.89069,50
4,12,9,898,94.5606,Single,800.78525,14,90,9605.89069,50
5,12,9,1387,12.2093,Single,800.78525,14,90,9605.89069,50
6,12,9,1445,23.643,Single,800.78525,14,90,9605.89069,50
7,12,9,620,52.6218,Single,800.78525,14,90,9605.89069,50
8,12,9,960,42.7617,Single,800.78525,14,90,9605.89069,50
0,13,7,328,127.4609,Single,800.11124,7,97,9607.61069,51
1,13,7,600,161.2237,Single,800.11124,7,97,9607.61069,51
2,13,7,76,198.4315,Single,800.11124,7,97,9607.61069,51
3,13,7,550,98.0463,Single,800.11124,7,97,9607.61069,51
4,13,7,764,99.6574,Single,800.11124,7,97,9607.61069,51
5,13,7,1203,55.25204,Single,800.11124,7,97,9607.61069,51
6,13,7,1160,60.0394,Single,800.11124,7,97,9607.61069,51
0,14,9,300,127.4675,Single,800.66613,6,96,9606.58655,51
1,14,9,177,172.5667,Single,800.66613,6,96,9606.58655,51
2,14,9,790,187.0854,Single,800.66613,6,96,9606.58655,51
3,14,9,545,82.9013,Single,800.66613,6,96,9606.58655,51
4,14,9,139,87.2056,Single,800.66613,6,96,9606.58655,51
5,14,9,1354,12.5755,Single,800.66613,6,96,9606.58655,51
6,14,9,1430,23.9433,Single,800.66613,6,96,9606.58655,51
7,14,9,1326,56.99653,Single,800.66613,6,96,9606.58655,51
8,14,9,1257,49.9243,Single,800.66613,6,96,9606.58655,51
0,15,8,301,127.5442,Single,800.50967,14,90,9605.89069,50
1,15,8,660,179.0817,Single,800.50967,14,90,9605.89069,50
2,15,8,506,180.6876,Single,800.50967,14,90,9605.89069,50
3,15,8,587,76.2787,Single,800.50967,14,90,9605.89069,50
4,15,8,607,100.0714,Single,800.50967,14,90,9605.89069,50
5,15,8,1229,33.42487,Single,800.50967,14,90,9605.89069,50
6,15,8,1088,47.5933,Single,800.50967,14,90,9605.89069,50
7,15,8,1162,55.8279,Single,800.50967,14,90,9605.89069,50
0,16,7,123,127.767,Single,800.72434,12,97,9606.32338,50
1,16,7,662,178.9051,Single,800.72434,12,97,9606.32338,50
2,16,7,850,180.5709,Single,800.72434,12,97,9606.32338,50
3,16,7,680,99.5801,Single,800.72434,12,97,9606.32338,50
4,16,7,614,95.24626,Single,800.72434,12,97,9606.32338,50
5,16,7,779,60.80618,Single,800.72434,12,97,9606.32338,50
6,16,7,1175,57.8488,Single,800.72434,12,97,9606.32338,50
0,17,7,366,101.8058,Single,799.0615,13,94,9601.45561,51
1,17,7,122,127.8846,Single,799.0615,13,94,9601.45561,51
2,17,7,150,164.8545,Single,799.0615,13,94,9601.45561,51
3,17,7,534,194.5647,Single,799.0615,13,94,9601.45561,51
4,17,7,1167,71.88767,Single,799.0615,13,94,9601.45561,51
5,17,7,706,88.51993,Single,799.0615,13,94,9601.45561,51
6,17,7,1305,49.5443,Single,799.0615,13,94,9601.45561,51
0,18,10,1005,128.1621,Single,800.66833,5,89,9606.52564,50
1,18,10,905,179.7017,Single,800.66833,5,89,9606.52564,50
2,18,10,474,179.7017,Single,800.66833,5,89,9606.52564,50
3,18,10,1056,97.4481,Single,800.66833,5,89,9606.52564,50
4,18,10,1378,12.189,Single,800.66833,5,89,9606.52564,50
5,18,10,1385,12.2131,Single,800.66833,5,89,9606.52564,50
6,18,10,1317,49.2338,Single,800.66833,5,89,9606.52564,50
7,18,10,717,53.9639,Single,800.66833,5,89,9606.52564,50
8,18,10,1181,39.66483,Single,800.66833,5,89,9606.52564,50
9,18,10,1131,48.3901,Single,800.66833,5,89,9606.52564,50
0,19,9,398,120.2658,Single,800.4729,16,91,9603.92923,51
1,19,9,626,213.5566,Single,800.4729,16,91,9603.92923,51
2,19,9,715,73.1957,Single,800.4729,16,91,9603.92923,51
3,19,9,736,77.2863,Single,800.4729,16,91,9603.92923,51
4,19,9,1185,65.3232,Single,800.4729,16,91,9603.92923,51
5,19,9,687,47.2898,Single,800.4729,16,91,9603.92923,51
6,19,9,1302,49.6185,Single,800.4729,16,91,9603.92923,51
7,19,9,977,153.937,Double,800.4729,16,91,9603.92923,51
0,20,7,388,118.2737,Single,800.84776,3,96,9605.7608,51
1,20,7,792,153.6986,Single,800.84776,3,96,9605.7608,51
2,20,7,624,214.1199,Single,800.84776,3,96,9605.7608,51
3,20,7,869,96.586,Single,800.84776,3,96,9605.7608,51
4,20,7,1240,91.34956,Single,800.84776,3,96,9605.7608,51
5,20,7,609,80.6027,Single,800.84776,3,96,9605.7608,51
6,20,7,1155,46.2173,Single,800.84776,3,96,9605.7608,51
0,21,7,335,120.4824,Single,800.5009,6,96,9606.58655,51
1,21,7,793,153.6114,Single,800.5009,6,96,9606.58655,51
2,21,7,136,214.637,Single,800.5009,6,96,9606.58655,51
3,21,7,865,92.4637,Single,800.5009,6,96,9606.58655,51
4,21,7,1090,96.9301,Single,800.5009,6,96,9606.58655,51
5,21,7,1248,80.7863,Single,800.5009,6,96,9606.58655,51
6,21,7,1270,41.59,Single,800.5009,6,96,9606.58655,51
0,22,8,399,120.2766,Single,800.70834,4,94,9607.95095,50
1,22,8,976,153.6065,Single,800.70834,4,94,9607.95095,50
2,22,8,138,214.7686,Single,800.70834,4,94,9607.95095,50
3,22,8,1295,64.9745,Single,800.70834,4,94,9607.95095,50
4,22,8,429,97.5263,Single,800.70834,4,94,9607.95095,50
5,22,8,806,73.2219,Single,800.70834,4,94,9607.95095,50
6,22,8,1410,19.9105,Single,800.70834,4,94,9607.95095,50
7,22,8,1331,56.42344,Single,800.70834,4,94,9607.95095,50
0,23,8,339,129.5855,Single,799.9251,15,99,9604.83317,51
1,23,8,1003,159.0017,Single,799.9251,15,99,9604.83317,51
2,23,8,658,200.3191,Single,799.9251,15,99,9604.83317,51
3,23,8,742,91.18451,Single,799.9251,15,99,9604.83317,51
4,23,8,578,85.0163,Single,799.9251,15,99,9604.83317,51
5,23,8,1419,24.42,Single,799.9251,15,99,9604.83317,51
6,23,8,590,50.4737,Single,799.9251,15,99,9604.83317,51
7,23,8,1079,59.92429,Single,799.9251,15,99,9604.83317,51
0,24,7,703,101.7915,Single,800.55324,5,89,9606.52564,50
1,24,7,338,129.7623,Single,800.55324,5,89,9606.52564,50
2,24,7,476,179.5811,Single,800.55324,5,89,9606.52564,50
3,24,7,906,179.7316,Single,800.55324,5,89,9606.52564,50
4,24,7,551,97.8414,Single,800.55324,5,89,9606.52564,50
5,24,7,999,56.29768,Single,800.55324,5,89,9606.52564,50
6,24,7,1171,55.54766,Single,800.55324,5,89,9606.52564,50
0,25,9,178,131.2062,Single,800.7297,7,97,9607.61069,51
1,25,9,109,181.0358,Single,800.7297,7,97,9607.61069,51
2,25,9,1123,75.6387,Single,800.7297,7,97,9607.61069,51
3,25,9,1174,71.9399,Single,800.7297,7,97,9607.61069,51
4,25,9,480,85.9635,Single,800.7297,7,97,9607.61069,51
5,25,9,1473,27.7241,Single,800.7297,7,97,9607.61069,51
6,25,9,1310,49.3043,Single,800.7297,7,97,9607.61069,51
7,25,9,878,177.9172,Double,800.7297,7,97,9607.61069,51
0,26,10,180,131.2462,Single,799.74458,16,91,9603.92923,51
1,26,10,1100,158.2327,Single,799.74458,16,91,9603.92923,51
2,26,10,796,78.0308,Single,799.74458,16,91,9603.92923,51
3,26,10,735,99.662,Single,799.74458,16,91,9603.92923,51
4,26,10,1374,12.4012,Single,799.74458,16,91,9603.92923,51
5,26,10,1351,12.9001,Single,799.74458,16,91,9603.92923,51
6,26,10,1209,49.6001,Single,799.74458,16,91,9603.92923,51
7,26,10,1113,56.98538,Single,799.74458,16,91,9603.92923,51
8,26,10,814,200.6861,Double,799.74458,16,91,9603.92923,51
0,27,7,219,130.9426,Single,800.3721,13,94,9601.45561,51
1,27,7,151,164.8816,Single,800.3721,13,94,9601.45561,51
2,27,7,761,194.4163,Single,800.3721,13,94,9601.45561,51
3,27,7,683,71.0506,Single,800.3721,13,94,9601.45561,51
4,27,7,1021,79.0925,Single,800.3721,13,94,9601.45561,51
5,27,7,428,97.7465,Single,800.3721,13,94,9601.45561,51
6,27,7,1189,62.242,Single,800.3721,13,94,9601.45561,51
0,28,9,1116,103.2344,Single,800.7816,7,97,9607.61069,51
1,28,9,181,131.1838,Single,800.7816,7,97,9607.61069,51
2,28,9,762,158.0183,Single,800.7816,7,97,9607.61069,51
3,28,9,984,86.0599,Single,800.7816,7,97,9607.61069,51
4,28,9,1195,95.6965,Single,800.7816,7,97,9607.61069,51
5,28,9,1363,12.5873,Single,800.7816,7,97,9607.61069,51
6,28,9,1349,12.9256,Single,800.7816,7,97,9607.61069,51
7,28,9,812,201.0758,Double,800.7816,7,97,9607.61069,51
0,29,10,218,131.0647,Single,800.8685,4,94,9607.95095,50
1,29,10,239,159.0196,Single,800.8685,4,94,9607.95095,50
2,29,10,200,200.2531,Single,800.8685,4,94,9607.95095,50
3,29,10,1029,77.6923,Single,800.8685,4,94,9607.95095,50
4,29,10,644,99.4075,Single,800.8685,4,94,9607.95095,50
5,29,10,1376,12.2246,Single,800.8685,4,94,9607.95095,50
6,29,10,1389,20.3743,Single,800.8685,4,94,9607.95095,50
7,29,10,1443,23.6526,Single,800.8685,4,94,9607.95095,50
8,29,10,808,52.768,Single,800.8685,4,94,9607.95095,50
9,29,10,1412,24.4118,Single,800.8685,4,94,9607.95095,50
0,30,7,179,131.1381,Single,800.633,9,91,9607.23065,50
1,30,7,238,158.951,Single,800.633,9,91,9607.23065,50
2,30,7,202,200.3193,Single,800.633,9,91,9607.23065,50
3,30,7,1141,64.7287,Single,800.633,9,91,9607.23065,50
4,30,7,1023,98.408,Single,800.633,9,91,9607.23065,50
5,30,7,57,97.2398,Single,800.633,9,91,9607.23065,50
6,30,7,1303,49.8481,Single,800.633,9,91,9607.23065,50
0,31,8,1048,131.7654,Single,800.84433,1,95,9606.25237,50
1,31,8,947,171.1454,Single,800.84433,1,95,9606.25237,50
2,31,8,784,187.7526,Single,800.84433,1,95,9606.25237,50
3,31,8,998,73.16064,Single,800.84433,1,95,9606.25237,50
4,31,8,203,80.836,Single,800.84433,1,95,9606.25237,50
5,31,8,1103,87.06269,Single,800.84433,1,95,9606.25237,50
6,31,8,1458,23.4386,Single,800.84433,1,95,9606.25237,50
7,31,8,601,45.683,Single,800.84433,1,95,9606.25237,50
0,32,7,1064,119.2185,Single,800.6766,14,90,9605.89069,50
1,32,7,215,152.1855,Single,800.6766,14,90,9605.89069,50
2,32,7,530,219.1277,Single,800.6766,14,90,9605.89069,50
3,32,7,800,93.6403,Single,800.6766,14,90,9605.89069,50
4,32,7,864,92.4788,Single,800.6766,14,90,9605.89069,50
5,32,7,991,80.2726,Single,800.6766,14,90,9605.89069,50
6,32,7,1074,43.7532,Single,800.6766,14,90,9605.89069,50
0,33,7,638,104.067,Single,800.84555,4,94,9607.95095,50
1,33,7,276,132.1921,Single,800.84555,4,94,9607.95095,50
2,33,7,47,177.9404,Single,800.84555,4,94,9607.95095,50
3,33,7,504,180.9158,Single,800.84555,4,94,9607.95095,50
4,33,7,839,73.3459,Single,800.84555,4,94,9607.95095,50
5,33,7,1115,73.98245,Single,800.84555,4,94,9607.95095,50
6,33,7,561,58.4019,Single,800.84555,4,94,9607.95095,50
0,34,8,277,131.9012,Single,800.76228,1,95,9606.25237,50
1,34,8,763,158.0269,Single,800.76228,1,95,9606.25237,50
2,34,8,656,200.7478,Single,800.76228,1,95,9606.25237,50
3,34,8,1071,67.7907,Single,800.76228,1,95,9606.25237,50
4,34,8,1065,89.2652,Single,800.76228,1,95,9606.25237,50
5,34,8,1249,64.255,Single,800.76228,1,95,9606.25237,50
6,34,8,1278,68.86568,Single,800.76228,1,95,9606.25237,50
7,34,8,1403,19.9098,Single,800.76228,1,95,9606.25237,50
0,35,8,1047,132.2247,Single,800.32095,8,95,9605.39793,50
1,35,8,46,178.1,Single,800.32095,8,95,9605.39793,50
2,35,8,782,188.2935,Single,800.32095,8,95,9605.39793,50
3,35,8,518,101.517,Single,800.32095,8,95,9605.39793,50
4,35,8,863,84.59405,Single,800.32095,8,95,9605.39793,50
5,35,8,421,90.1012,Single,800.32095,8,95,9605.39793,50
6,35,8,1360,12.5927,Single,800.32095,8,95,9605.39793,50
7,35,8,1341,12.8978,Single,800.32095,8,95,9605.39793,50
0,36,7,274,132.1727,Single,800.6623,5,89,9606.52564,50
1,36,7,84,169.1865,Single,800.6623,5,89,9606.52564,50
2,36,7,630,189.6453,Single,800.6623,5,89,9606.52564,50
3,36,7,939,92.5961,Single,800.6623,5,89,9606.52564,50
4,36,7,422,97.5803,Single,800.6623,5,89,9606.52564,50
5,36,7,392,95.5428,Single,800.6623,5,89,9606.52564,50
6,36,7,1425,23.9386,Single,800.6623,5,89,9606.52564,50
0,37,9,275,132.1794,Single,800.85899,5,89,9606.52564,50
1,37,9,536,168.9011,Single,800.85899,5,89,9606.52564,50
2,37,9,628,189.9275,Single,800.85899,5,89,9606.52564,50
3,37,9,704,80.9778,Single,800.85899,5,89,9606.52564,50
4,37,9,248,94.681,Single,800.85899,5,89,9606.52564,50
5,37,9,1487,27.6267,Single,800.85899,5,89,9606.52564,50
6,37,9,1092,37.61389,Single,800.85899,5,89,9606.52564,50
7,37,9,1397,20.3676,Single,800.85899,5,89,9606.52564,50
8,37,9,1256,48.584,Single,800.85899,5,89,9606.52564,50
0,38,10,21,132.6581,Single,800.87165,3,96,9605.7608,51
1,38,10,207,180.5887,Single,800.87165,3,96,9605.7608,51
2,38,10,861,84.53665,Single,800.87165,3,96,9605.7608,51
3,38,10,610,80.6271,Single,800.87165,3,96,9605.7608,51
4,38,10,1207,63.634,Single,800.87165,3,96,9605.7608,51
5,38,10,1507,27.4481,Single,800.87165,3,96,9605.7608,51
6,38,10,1377,12.2107,Single,800.87165,3,96,9605.7608,51
7,38,10,849,41.0039,Single,800.87165,3,96,9605.7608,51
8,38,10,876,178.1644,Double,800.87165,3,96,9605.7608,51
0,39,8,237,126.9797,Single,800.7974,12,97,9606.32338,50
1,39,8,949,177.3086,Single,800.7974,12,97,9606.32338,50
2,39,8,479,181.4372,Single,800.7974,12,97,9606.32338,50
3,39,8,1172,69.122,Single,800.7974,12,97,9606.32338,50
4,39,8,1097,76.0328,Single,800.7974,12,97,9606.32338,50
5,39,8,618,72.5622,Single,800.7974,12,97,9606.32338,50
6,39,8,1309,49.3051,Single,800.7974,12,97,9606.32338,50
7,39,8,1250,48.0498,Single,800.7974,12,97,9606.32338,50
0,40,9,22,132.7535,Single,800.47661,16,91,9603.92923,51
1,40,9,541,172.6008,Single,800.47661,16,91,9603.92923,51
2,40,9,1246,87.11141,Single,800.47661,16,91,9603.92923,51
3,40,9,185,91.0799,Single,800.47661,16,91,9603.92923,51
4,40,9,1109,48.6225,Single,800.47661,16,91,9603.92923,51
5,40,9,652,54.7242,Single,800.47661,16,91,9603.92923,51
6,40,9,1499,27.4566,Single,800.47661,16,91,9603.92923,51
7,40,9,907,186.1277,Double,800.47661,16,91,9603.92923,51
0,41,8,503,119.0074,Single,800.8315,16,91,9603.92923,51
1,41,8,975,153.3594,Single,800.8315,16,91,9603.92923,51
2,41,8,528,219.2958,Single,800.8315,16,91,9603.92923,51
3,41,8,944,75.01994,Single,800.8315,16,91,9603.92923,51
4,41,8,304,101.3077,Single,800.8315,16,91,9603.92923,51
5,41,8,1500,27.4533,Single,800.8315,16,91,9603.92923,51
6,41,8,919,43.02746,Single,800.8315,16,91,9603.92923,51
7,41,8,1166,62.3605,Single,800.8315,16,91,9603.92923,51
0,42,8,20,132.8645,Single,800.5558,11,92,9604.11439,50
1,42,8,756,177.9468,Single,800.5558,11,92,9604.11439,50
2,42,8,848,180.564,Single,800.5558,11,92,9604.11439,50
3,42,8,390,95.5751,Single,800.5558,11,92,9604.11439,50
4,42,8,1077,63.4393,Single,800.5558,11,92,9604.11439,50
5,42,8,1274,65.7755,Single,800.5558,11,92,9604.11439,50
6,42,8,1436,23.649,Single,800.5558,11,92,9604.11439,50
7,42,8,1268,60.7416,Single,800.5558,11,92,9604.11439,50
0,43,8,53,133.7296,Single,800.80676,8,95,9605.39793,50
1,43,8,78,159.3039,Single,800.80676,8,95,9605.39793,50
2,43,8,752,199.3269,Single,800.80676,8,95,9605.39793,50
3,43,8,911,81.63197,Single,800.80676,8,95,9605.39793,50
4,43,8,832,95.9385,Single,800.80676,8,95,9605.39793,50
5,43,8,1490,27.6198,Single,800.80676,8,95,9605.39793,50
6,43,8,1227,48.3506,Single,800.80676,8,95,9605.39793,50
7,43,8,1108,54.90549,Single,800.80676,8,95,9605.39793,50
0,44,7,51,133.7812,Single,800.52451,5,89,9606.52564,50
1,44,7,758,177.5816,Single,800.52451,5,89,9606.52564,50
2,44,7,108,181.0429,Single,800.52451,5,89,9606.52564,50
3,44,7,495,99.4438,Single,800.52451,5,89,9606.52564,50
4,44,7,340,91.0238,Single,800.52451,5,89,9606.52564,50
5,44,7,1330,56.45791,Single,800.52451,5,89,9606.52564,50
6,44,7,1096,61.1933,Single,800.52451,5,89,9606.52564,50
0,45,8,52,133.8687,Single,800.01924,1,95,9606.25237,50
1,45,8,570,170.1752,Single,800.01924,1,95,9606.25237,50
2,45,8,820,188.4326,Single,800.01924,1,95,9606.25237,50
3,45,8,886,92.3224,Single,800.01924,1,95,9606.25237,50
4,45,8,985,74.06954,Single,800.01924,1,95,9606.25237,50
5,45,8,679,93.116,Single,800.01924,1,95,9606.25237,50
6,45,8,1447,23.6367,Single,800.01924,1,95,9606.25237,50
7,45,8,1421,24.3981,Single,800.01924,1,95,9606.25237,50
0,46,8,50,133.9072,Single,800.7249,15,99,9604.83317,51
1,46,8,891,188.5,Single,800.7249,15,99,9604.83317,51
2,46,8,777,74.1909,Single,800.7249,15,99,9604.83317,51
3,46,8,56,97.2976,Single,800.7249,15,99,9604.83317,51
4,46,8,58,83.9619,Single,800.7249,15,99,9604.83317,51
5,46,8,755,52.7979,Single,800.7249,15,99,9604.83317,51
6,46,8,920,170.0694,Double,800.7249,15,99,9604.83317,51
0,47,8,144,134.1629,Single,800.32335,2,96,9605.72124,51
1,47,8,79,159.4401,Single,800.32335,2,96,9605.72124,51
2,47,8,754,198.9359,Single,800.32335,2,96,9605.72124,51
3,47,8,1230,84.9166,Single,800.32335,2,96,9605.72124,51
4,47,8,1263,85.9288,Single,800.32335,2,96,9605.72124,51
5,47,8,1429,23.9338,Single,800.32335,2,96,9605.72124,51
6,47,8,1038,57.1801,Single,800.32335,2,96,9605.72124,51
7,47,8,1164,55.82515,Single,800.32335,2,96,9605.72124,51
0,48,8,145,134.1107,Single,800.8306,11,92,9604.11439,50
1,48,8,568,170.2679,Single,800.8306,11,92,9604.11439,50
2,48,8,206,180.6562,Single,800.8306,11,92,9604.11439,50
3,48,8,547,82.7815,Single,800.8306,11,92,9604.11439,50
4,48,8,490,101.3874,Single,800.8306,11,92,9604.11439,50
5,48,8,622,47.7833,Single,800.8306,11,92,9604.11439,50
6,48,8,1124,60.1975,Single,800.8306,11,92,9604.11439,50
7,48,8,1438,23.6461,Single,800.8306,11,92,9604.11439,50
0,49,7,501,118.958,Single,800.00322,14,90,9605.89069,50
1,49,7,909,150.5179,Single,800.00322,14,90,9605.89069,50
2,49,7,408,222.559,Single,800.00322,14,90,9605.89069,50
3,49,7,1259,66.4743,Single,800.00322,14,90,9605.89069,50
4,49,7,740,91.18294,Single,800.00322,14,90,9605.89069,50
5,49,7,1053,94.5749,Single,800.00322,14,90,9605.89069,50
6,49,7,1150,55.73618,Single,800.00322,14,90,9605.89069,50
0,50,10,28,134.7185,Single,800.31057,10,96,9607.17739,50
1,50,10,821,188.5409,Single,800.31057,10,96,9607.17739,50
2,50,10,493,77.4153,Single,800.31057,10,96,9607.17739,50
3,50,10,1282,65.2248,Single,800.31057,10,96,9607.17739,50
4,50,10,1400,19.9139,Single,800.31057,10,96,9607.17739,50
5,50,10,1483,27.7104,Single,800.31057,10,96,9607.17739,50
6,50,10,1220,55.11864,Single,800.31057,10,96,9607.17739,50
7,50,10,874,61.90243,Single,800.31057,10,96,9607.17739,50
8,50,10,922,169.7657,Double,800.31057,10,96,9607.17739,50
0,51,8,29,134.7113,Single,800.8308,7,97,9607.61069,51
1,51,8,948,171.2256,Single,800.8308,7,97,9607.61069,51
2,51,8,791,187.1451,Single,800.8308,7,97,9607.61069,51
3,51,8,702,101.5189,Single,800.8308,7,97,9607.61069,51
4,51,8,1170,69.1832,Single,800.8308,7,97,9607.61069,51
5,51,8,1471,27.9777,Single,800.8308,7,97,9607.61069,51
6,51,8,1300,53.2381,Single,800.8308,7,97,9607.61069,51
7,51,8,1215,55.8309,Single,800.8308,7,97,9607.61069,51
0,52,8,471,118.7039,Single,800.1323,15,99,9604.83317,51
1,52,8,25,150.8759,Single,800.1323,15,99,9604.83317,51
2,52,8,562,223.7453,Single,800.1323,15,99,9604.83317,51
3,52,8,1159,75.9664,Single,800.1323,15,99,9604.83317,51
4,52,8,797,77.9747,Single,800.1323,15,99,9604.83317,51
5,52,8,971,84.6689,Single,800.1323,15,99,9604.83317,51
6,52,8,1275,48.2792,Single,800.1323,15,99,9604.83317,51
7,52,8,1406,19.918,Single,800.1323,15,99,9604.83317,51
0,53,7,473,118.6237,Single,800.16738,2,96,9605.72124,51
1,53,7,1158,72.3097,Single,800.16738,2,96,9605.72124,51
2,53,7,1066,89.08778,Single,800.16738,2,96,9605.72124,51
3,53,7,184,91.0682,Single,800.16738,2,96,9605.72124,51
4,53,7,691,54.3436,Single,800.16738,2,96,9605.72124,51
5,53,7,198,374.7344,Double,800.16738,2,96,9605.72124,51
0,54,7,938,118.8125,Single,800.4296,11,92,9604.11439,50
1,54,7,214,152.1361,Single,800.4296,11,92,9604.11439,50
2,54,7,410,222.475,Single,800.4296,11,92,9604.11439,50
